Reg_no,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7,Subject8,Subject9
MDL16CS087,MA101(O),PH100(O),BE110(O),BE10105(O),BE103(B+),EE100(A),PH110(O),EE110(O),CS110(A)
MDL16CS088,MA101(O),PH100(A),BE110(O),BE10105(O),BE103(A+),EE100(A+),PH110(O),EE110(O),CS110(O)
MDL16CS089,MA101(A+),PH100(A+),BE110(B+),BE10105(A+),BE103(B+),EE100(A+),PH110(O),EE110(O),CS110(A)
MDL16CS090,MA101(B+),PH100(B+),BE110(A+),BE10105(A+),BE103(B),EE100(B),PH110(O),EE110(A+),CS110(O)
MDL16CS091,MA101(O),PH100(A),BE110(A),BE10105(O),BE103(B+),EE100(A),PH110(O),EE110(A+),CS110(O)
MDL16CS092,MA101(O),PH100(B+),BE110(O),BE10105(O),BE103(A+),EE100(B),PH110(A+),EE110(O),CS110(A)
MDL16CS093,MA101(O),PH100(O),BE110(O),BE10105(O),BE103(B+),EE100(A),PH110(O),EE110(O),CS110(O)
MDL16CS094,MA101(A),PH100(A),BE110(F),BE10105(A),BE103(C),EE100(C),PH110(O),EE110(O),CS110(O)
MDL16CS095,MA101(O),PH100(A+),BE110(A+),BE10105(O),BE103(A),EE100(O),PH110(O),EE110(O),CS110(O)
MDL16CS096,MA101(O),PH100(B+),BE110(O),BE10105(A),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(B+)
MDL16CS097,MA101(O),PH100(B+),BE110(F),BE10105(B),BE103(B+),EE100(B+),PH110(O),EE110(A+),CS110(B)
MDL16CS098,MA101(B),PH100(P),BE110(F),BE10105(F),BE103(C),EE100(F),PH110(A),EE110(B+),CS110(B)
MDL16CS099,MA101(O),PH100(O),BE110(O),BE10105(B+),BE103(B+),EE100(A+),PH110(O),EE110(O),CS110(O)
MDL16CS100,MA101(O),PH100(B+),BE110(A+),BE10105(B+),BE103(A+),EE100(B+),PH110(O),EE110(O),CS110(A)
MDL16CS101,MA101(O),PH100(B+),BE110(A+),BE10105(C),BE103(A),EE100(A+),PH110(O),EE110(O),CS110(O)
MDL16CS102,MA101(B+),PH100(B+),BE110(B),BE10105(A),BE103(B+),EE100(B),PH110(A+),EE110(O),CS110(B+)
MDL16CS103,MA101(A+),PH100(A),BE110(A+),BE10105(C),BE103(B+),EE100(A+),PH110(O),EE110(A+),CS110(O)
MDL16CS104,MA101(A+),PH100(C),BE110(B+),BE10105(F),BE103(B+),EE100(F),PH110(O),EE110(A),CS110(O)
MDL16CS105,MA101(A+),PH100(B+),BE110(A+),BE10105(B),BE103(B+),EE100(B+),PH110(A+),EE110(O),CS110(O)
MDL16CS106,MA101(O),PH100(B+),BE110(B+),BE10105(A+),BE103(A+),EE100(A+),PH110(O),EE110(O),CS110(B+)
MDL16CS107,MA101(O),PH100(A),BE110(A+),BE10105(B),BE103(A),EE100(B+),PH110(O),EE110(O),CS110(O)
MDL16CS108,MA101(O),PH100(A),BE110(A+),BE10105(B),BE103(A+),EE100(B+),PH110(A+),EE110(A+),CS110(A+)
MDL16CS109,MA101(O),PH100(O),BE110(A+),BE10105(O),BE103(A),EE100(O),PH110(O),EE110(O),CS110(A+)
MDL16CS110,MA101(O),PH100(O),BE110(A),BE10105(O),BE103(A+),EE100(O),PH110(O),EE110(O),CS110(A)
MDL16CS111,MA101(A+),PH100(B+),BE110(O),BE10105(B+),BE103(A),EE100(B+),PH110(O),EE110(O),CS110(A+)
MDL16CS112,MA101(O),PH100(B+),BE110(O),BE10105(C),BE103(A),EE100(A),PH110(O),EE110(A),CS110(B+)
MDL16CS113,MA101(A+),PH100(B),BE110(A),BE10105(B+),BE103(B),EE100(B+),PH110(O),EE110(O),CS110(B+)
MDL16CS114,MA101(A+),PH100(B+),BE110(B+),BE10105(F),BE103(B+),EE100(B),PH110(A+),EE110(O),CS110(B)
MDL16CS115,MA101(A),PH100(A),BE110(A+),BE10105(B),BE103(B+),EE100(B+),PH110(A+),EE110(A),CS110(O)
MDL16CS116,MA101(B),PH100(C),BE110(A+),BE10105(C),BE103(B),EE100(B),PH110(A+),EE110(O),CS110(A+)
MDL16CS117,MA101(O),PH100(B+),BE110(A+),BE10105(B),BE103(A),EE100(B+),PH110(O),EE110(O),CS110(B+)
MDL16CS118,MA101(A+),PH100(B+),BE110(F),BE10105(B+),BE103(A),EE100(B+),PH110(O),EE110(B+),CS110(B+)
MDL16CS119,MA101(O),PH100(B+),BE110(A+),BE10105(B),BE103(B+),EE100(B),PH110(O),EE110(A+),CS110(A+)
MDL16CS120,MA101(B+),PH100(F),BE110(B),BE10105(C),BE103(B),EE100(C),PH110(A+),EE110(B+),CS110(A+)
MDL16CS121,MA101(F),PH100(F),BE110(A+),BE10105(F),BE103(F),EE100(F),PH110(O),EE110(A),CS110(O)
MDL16CS122,MA101(A+),PH100(B+),BE110(O),BE10105(B),BE103(B+),EE100(A),PH110(A+),EE110(A+),CS110(A)
MDL16CS123,MA101(O),PH100(O),BE110(A),BE10105(B+),BE103(A),EE100(O),PH110(O),EE110(O),CS110(O)
MDL16EBE001,MA101(B),PH100(C),BE110(B),BE10104(C),BE103(B),CE100(B),PH110(A),CE110(O),EC110(B+)
MDL16EBE002,MA101(F),PH100(F),BE110(F),BE10104(C),BE103(B),CE100(C),PH110(A),CE110(A),EC110(B+)
MDL16EBE003,MA101(A),PH100(B+),BE110(B+),BE10104(B+),BE103(B+),CE100(B),PH110(A),CE110(A+),EC110(B+)
MDL16EBE004,MA101(O),PH100(A),BE110(A+),BE10104(B+),BE103(B+),CE100(B+),PH110(O),CE110(O),EC110(A+)
MDL16EBE005,MA101(O),PH100(A+),BE110(A+),BE10104(B+),BE103(B+),CE100(B),PH110(O),CE110(O),EC110(A)
MDL16EBE006,MA101(B+),PH100(B+),BE110(B),BE10104(B),BE103(B+),CE100(B),PH110(A+),CE110(O),EC110(B+)
MDL16EBE007,MA101(O),PH100(B+),BE110(B+),BE10104(A),BE103(B+),CE100(C),PH110(B),CE110(A+),EC110(B+)
MDL16EBE008,MA101(B+),PH100(B),BE110(F),BE10104(B),BE103(B+),CE100(C),PH110(B+),CE110(A),EC110(B)
MDL16EBE009,MA101(O),PH100(A+),BE110(B+),BE10104(B+),BE103(B+),CE100(C),PH110(A),CE110(O),EC110(B+)
MDL16EBE010,MA101(O),PH100(A+),BE110(A+),BE10104(B),BE103(A+),CE100(B+),PH110(A),CE110(A+),EC110(B+)
MDL16EBE011,MA101(O),PH100(B+),BE110(A),BE10104(A),BE103(B+),CE100(C),PH110(A),CE110(O),EC110(B+)
MDL16EBE012,MA101(B+),PH100(B+),BE110(B+),BE10104(B),BE103(B),CE100(C),PH110(A),CE110(A+),EC110(B)
MDL16EBE013,MA101(B+),PH100(B),BE110(F),BE10104(F),BE103(B),CE100(C),PH110(B+),CE110(A+),EC110(B)
MDL16EBE014,MA101(B),PH100(B),BE110(B+),BE10104(C),BE103(C),CE100(F),PH110(O),CE110(O),EC110(B+)
MDL16EBE015,MA101(B+),PH100(B),BE110(B),BE10104(C),BE103(C),CE100(B),PH110(O),CE110(O),EC110(B)
MDL16EBE016,MA101(B+),PH100(A),BE110(B+),BE10104(B+),BE103(B+),CE100(B+),PH110(O),CE110(A+),EC110(O)
MDL16EBE017,MA101(B),PH100(B),BE110(O),BE10104(B+),BE103(B+),CE100(B),PH110(O),CE110(O),EC110(O)
MDL16EBE018,MA101(A+),PH100(A),BE110(B),BE10104(B+),BE103(B),CE100(B),PH110(O),CE110(O),EC110(B+)
MDL16EBE019,MA101(B+),PH100(C),BE110(B),BE10104(C),BE103(C),CE100(C),PH110(B),CE110(O),EC110(O)
MDL16EBE020,MA101(O),PH100(A+),BE110(A+),BE10104(B+),BE103(B),CE100(B),PH110(B+),CE110(O),EC110(O)
MDL16EBE021,MA101(B+),PH100(C),BE110(A),BE10104(F),BE103(B),CE100(C),PH110(O),CE110(O),EC110(A)
MDL16EBE022,MA101(A+),PH100(A),BE110(A+),BE10104(B+),BE103(B+),CE100(B),PH110(A),CE110(O),EC110(O)
MDL16EBE023,MA101(O),PH100(A+),BE110(O),BE10104(B+),BE103(B),CE100(A),PH110(B+),CE110(O),EC110(O)
MDL16EBE024,MA101(B),PH100(B+),BE110(B+),BE10104(B+),BE103(B),CE100(B),PH110(B),CE110(A+),EC110(A+)
MDL16EBE025,MA101(A),PH100(B+),BE110(A+),BE10104(B+),BE103(B),CE100(B),PH110(A+),CE110(O),EC110(O)
MDL16EBE026,MA101(A),PH100(O),BE110(A+),BE10104(A),BE103(B),CE100(B+),PH110(O),CE110(O),EC110(O)
MDL16EBE027,MA101(C),PH100(C),BE110(F),BE10104(F),BE103(B),CE100(C),PH110(A+),CE110(O),EC110(A)
MDL16EBE028,MA101(F),PH100(C),BE110(A+),BE10104(B),BE103(B+),CE100(F),PH110(A),CE110(B+),EC110(A+)
MDL16EBE029,MA101(B),PH100(B),BE110(B+),BE10104(C),BE103(B),CE100(C),PH110(B+),CE110(O),EC110(A)
MDL16EBE030,MA101(C),PH100(C),BE110(F),BE10104(C),BE103(B),CE100(C),PH110(A+),CE110(O),EC110(A+)
MDL16EBE031,MA101(B),PH100(C),BE110(O),BE10104(B),BE103(B),CE100(C),PH110(A),CE110(A+),EC110(A+)
MDL16EBE032,MA101(O),PH100(B+),BE110(A),BE10104(A),BE103(A),CE100(B),PH110(O),CE110(A+),EC110(A)
MDL16EBE033,MA101(O),PH100(A),BE110(A+),BE10104(B+),BE103(A),CE100(B),PH110(O),CE110(O),EC110(O)
MDL16EBE034,MA101(A+),PH100(A),BE110(F),BE10104(B+),BE103(A),CE100(B+),PH110(A+),CE110(O),EC110(A+)
MDL16EBE035,MA101(O),PH100(A+),BE110(O),BE10104(B+),BE103(A+),CE100(A),PH110(O),CE110(O),EC110(O)
MDL16EBE036,MA101(O),PH100(A),BE110(A+),BE10104(B+),BE103(A),CE100(B+),PH110(O),CE110(O),EC110(O)
MDL16EBE037,MA101(B+),PH100(F),BE110(F),BE10104(F),BE103(B),CE100(F),PH110(A),CE110(A+),EC110(B+)
MDL16EBE038,MA101(B+),PH100(A+),BE110(A+),BE10104(A),BE103(A),CE100(B+),PH110(O),CE110(O),EC110(O)
MDL16EBE039,MA101(B),PH100(B+),BE110(B+),BE10104(C),BE103(B+),CE100(F),PH110(O),CE110(O),EC110(A)
MDL16EBE040,MA101(B+),PH100(A),BE110(A),BE10104(F),BE103(B+),CE100(C),PH110(O),CE110(A+),EC110(B+)
MDL16EBE041,MA101(B),PH100(B+),BE110(F),BE10104(B),BE103(B+),CE100(B),PH110(O),CE110(O),EC110(A+)
MDL16EBE042,MA101(B),PH100(C),BE110(B+),BE10104(B+),BE103(B+),CE100(F),PH110(A+),CE110(A),EC110(A+)
MDL16EBE043,MA101(B+),PH100(A),BE110(O),BE10104(B),BE103(A),CE100(C),PH110(A),CE110(O),EC110(A+)
MDL16EBE044,MA101(Absent),PH100(C),BE110(B),BE10104(C),BE103(B+),CE100(C),PH110(A),CE110(A+),EC110(B)
MDL16EBE045,MA101(B+),PH100(B+),BE110(B+),BE10104(B+),BE103(B+),CE100(C),PH110(A),CE110(O),EC110(O)
MDL16EBE046,MA101(B+),PH100(B+),BE110(A+),BE10104(B+),BE103(B+),CE100(B+),PH110(B+),CE110(A+),EC110(A+)
MDL16EBE047,MA101(Absent),PH100(F),BE110(B+),BE10104(F),BE103(C),CE100(F),PH110(A+),CE110(O),EC110(A+)
MDL16EBE048,MA101(B+),PH100(B),BE110(B),BE10104(B),BE103(A+),CE100(B+),PH110(A),CE110(O),EC110(O)
MDL16EBE049,MA101(B+),PH100(B),BE110(B+),BE10104(C),BE103(B+),CE100(B),PH110(A+),CE110(O),EC110(O)
MDL16EBE050,MA101(B+),PH100(B+),BE110(F),BE10104(C),BE103(B),CE100(C),PH110(B+),CE110(O),EC110(A+)
MDL16EBE051,MA101(B+),PH100(B),BE110(F),BE10104(C),BE103(B),CE100(C),PH110(O),CE110(B+),EC110(O)
MDL16EBE052,MA101(O),PH100(A+),BE110(O),BE10104(B+),BE103(A),CE100(C),PH110(O),CE110(O),EC110(A)
MDL16EBE053,MA101(O),PH100(A+),BE110(A+),BE10104(A),BE103(A),CE100(A+),PH110(A+),CE110(O),EC110(A+)
MDL16EBE054,MA101(A),PH100(A+),BE110(A),BE10104(B+),BE103(B+),CE100(B+),PH110(O),CE110(O),EC110(A+)
MDL16EBE055,MA101(B),PH100(C),BE110(B),BE10104(F),BE103(B+),CE100(C),PH110(O),CE110(O),EC110(A+)
MDL16EBE056,MA101(B),PH100(B+),BE110(B+),BE10104(F),BE103(B),CE100(C),PH110(O),CE110(O),EC110(A+)
MDL16EBE057,MA101(A+),PH100(A+),BE110(A+),BE10104(B+),BE103(B+),CE100(A),PH110(O),CE110(O),EC110(O)
MDL16EBE058,MA101(B+),PH100(B),BE110(B),BE10104(C),BE103(B+),CE100(F),PH110(A),CE110(A+),EC110(A+)
MDL16EBE059,MA101(F),PH100(C),BE110(B),BE10104(F),BE103(B+),CE100(C),PH110(A+),CE110(A+),EC110(A+)
MDL16EE001,MA101(A),CY100(A),BE100(B+),BE10103(A),BE103(B),CE100(C),CY110(O),CE110(A+),EE110(A+)
MDL16EE002,MA101(A+),CY100(B+),BE100(B+),BE10103(B+),BE103(B),CE100(C),CY110(A+),CE110(A+),EE110(A+)
MDL16EE003,MA101(B+),CY100(B+),BE100(C),BE10103(B),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(A+)
MDL16EE004,MA101(B),CY100(C),BE100(C),BE10103(F),BE103(B+),CE100(C),CY110(A+),CE110(A+),EE110(A)
MDL16EE005,MA101(B),CY100(B),BE100(B),BE10103(B),BE103(B),CE100(C),CY110(O),CE110(O),EE110(A)
MDL16EE006,MA101(B+),CY100(O),BE100(C),BE10103(B+),BE103(B+),CE100(B),CY110(O),CE110(O),EE110(O)
MDL16EE007,MA101(O),CY100(B+),BE100(A+),BE10103(B+),BE103(B+),CE100(C),CY110(A+),CE110(O),EE110(A+)
MDL16EE008,MA101(B+),CY100(B),BE100(B),BE10103(B+),BE103(B),CE100(C),CY110(O),CE110(O),EE110(B+)
MDL16EE009,MA101(O),CY100(O),BE100(A),BE10103(B+),BE103(B+),CE100(B+),CY110(O),CE110(O),EE110(A+)
MDL16EE010,MA101(O),CY100(A),BE100(B),BE10103(B+),BE103(A),CE100(C),CY110(O),CE110(O),EE110(A+)
MDL16EE011,MA101(O),CY100(O),BE100(B+),BE10103(A+),BE103(A+),CE100(B+),CY110(O),CE110(O),EE110(A)
MDL16EE012,MA101(O),CY100(O),BE100(B),BE10103(A),BE103(B+),CE100(B+),CY110(O),CE110(O),EE110(O)
MDL16EE013,MA101(B),CY100(C),BE100(C),BE10103(B),BE103(B),CE100(C),CY110(A+),CE110(A),EE110(A+)
MDL16EE014,MA101(O),CY100(A),BE100(A),BE10103(B+),BE103(A),CE100(B),CY110(O),CE110(O),EE110(A+)
MDL16EE015,MA101(B),CY100(A),BE100(F),BE10103(B),BE103(A),CE100(B),CY110(O),CE110(O),EE110(B+)
MDL16EE016,MA101(A),CY100(B+),BE100(B),BE10103(B),BE103(B),CE100(C),CY110(O),CE110(O),EE110(A)
MDL16EE017,MA101(C),CY100(B),BE100(F),BE10103(B),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(A+)
MDL16EE018,MA101(A+),CY100(F),BE100(F),BE10103(F),BE103(B),CE100(C),CY110(O),CE110(O),EE110(A+)
MDL16EE019,MA101(B),CY100(A),BE100(C),BE10103(B+),BE103(B+),CE100(B),CY110(O),CE110(O),EE110(B+)
MDL16EE020,MA101(O),CY100(A),BE100(B),BE10103(B+),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(A+)
MDL16EE021,MA101(A+),CY100(A+),BE100(B),BE10103(A),BE103(B),CE100(B),CY110(O),CE110(O),EE110(A)
MDL16EE022,MA101(O),CY100(B+),BE100(B+),BE10103(A+),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(A+)
MDL16EE023,MA101(O),CY100(A),BE100(C),BE10103(A),BE103(A),CE100(B),CY110(O),CE110(O),EE110(A+)
MDL16EE024,MA101(O),CY100(O),BE100(B),BE10103(O),BE103(A),CE100(B),CY110(O),CE110(O),EE110(O)
MDL16EE025,MA101(O),CY100(A+),BE100(B+),BE10103(A),BE103(B+),CE100(B),CY110(O),CE110(O),EE110(A+)
MDL16EE026,MA101(O),CY100(B+),BE100(B+),BE10103(B),BE103(B),CE100(C),CY110(A+),CE110(O),EE110(B+)
MDL16EE027,MA101(A),CY100(B+),BE100(B),BE10103(B),BE103(B),CE100(C),CY110(O),CE110(O),EE110(O)
MDL16EE028,MA101(A+),CY100(A),BE100(B),BE10103(A),BE103(A),CE100(B),CY110(O),CE110(A+),EE110(A)
MDL16EE029,MA101(O),CY100(O),BE100(B+),BE10103(A),BE103(B+),CE100(C),CY110(A+),CE110(O),EE110(A+)
MDL16EE030,MA101(O),CY100(A),BE100(B+),BE10103(B+),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(O)
MDL16EE031,MA101(O),CY100(O),BE100(C),BE10103(B+),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(O)
MDL16EE032,MA101(O),CY100(A),BE100(B+),BE10103(A),BE103(B+),CE100(B),CY110(O),CE110(O),EE110(A)
MDL16EE033,MA101(O),CY100(O),BE100(B),BE10103(O),BE103(O),CE100(B+),CY110(O),CE110(O),EE110(O)
MDL16EE034,MA101(A+),CY100(B),BE100(B),BE10103(B),BE103(B+),CE100(F),CY110(O),CE110(O),EE110(A)
MDL16EE035,MA101(O),CY100(O),BE100(O),BE10103(A+),BE103(A+),CE100(A),CY110(O),CE110(O),EE110(O)
MDL16EE036,MA101(O),CY100(A),BE100(C),BE10103(A+),BE103(B),CE100(B),CY110(O),CE110(O),EE110(B+)
MDL16EE037,MA101(A+),CY100(B),BE100(C),BE10103(B),BE103(B),CE100(C),CY110(O),CE110(A+),EE110(B+)
MDL16EE038,MA101(O),CY100(O),BE100(A),BE10103(A),BE103(A+),CE100(B+),CY110(O),CE110(O),EE110(A)
MDL16EE039,MA101(A),CY100(B),BE100(C),BE10103(B+),BE103(B+),CE100(F),CY110(O),CE110(O),EE110(B+)
MDL16EE040,MA101(O),CY100(B),BE100(B),BE10103(A),BE103(B+),CE100(B),CY110(A+),CE110(A+),EE110(B+)
MDL16EE041,MA101(B+),CY100(B),BE100(F),BE10103(B),BE103(A),CE100(C),CY110(A+),CE110(O),EE110(B+)
MDL16EE042,MA101(B),CY100(F),BE100(F),BE10103(F),BE103(F),CE100(F),CY110(A+),CE110(A+),EE110(B+)
MDL16EE043,MA101(O),CY100(A+),BE100(B+),BE10103(B+),BE103(O),CE100(B),CY110(O),CE110(A+),EE110(O)
MDL16EE044,MA101(O),CY100(O),BE100(A+),BE10103(A),BE103(O),CE100(B+),CY110(O),CE110(O),EE110(A)
MDL16EE045,MA101(A),CY100(B),BE100(B),BE10103(B+),BE103(B+),CE100(B),CY110(O),CE110(A+),EE110(B+)
MDL16EE046,MA101(O),CY100(A+),BE100(O),BE10103(A+),BE103(A+),CE100(B+),CY110(O),CE110(O),EE110(O)
MDL16EE047,MA101(O),CY100(A+),BE100(A),BE10103(A+),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(O)
MDL16EE048,MA101(O),CY100(B),BE100(B+),BE10103(B+),BE103(A),CE100(B),CY110(A),CE110(O),EE110(A)
MDL16EE049,MA101(B+),CY100(A+),BE100(A),BE10103(B+),BE103(A),CE100(B+),CY110(O),CE110(O),EE110(A+)
MDL16EE050,MA101(O),CY100(A+),BE100(B+),BE10103(A),BE103(A),CE100(C),CY110(O),CE110(O),EE110(A+)
MDL16EE051,MA101(O),CY100(O),BE100(A+),BE10103(A+),BE103(A),CE100(B+),CY110(O),CE110(O),EE110(O)
MDL16EE052,MA101(B+),CY100(B+),BE100(B),BE10103(B+),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(O)
MDL16EE053,MA101(B),CY100(B+),BE100(C),BE10103(B),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(B+)
MDL16EE054,MA101(B+),CY100(C),BE100(B+),BE10103(B),BE103(C),CE100(C),CY110(O),CE110(A+),EE110(B+)
MDL16EE055,MA101(O),CY100(A+),BE100(B),BE10103(B+),BE103(B+),CE100(B),CY110(O),CE110(O),EE110(B)
MDL16EE056,MA101(B+),CY100(B),BE100(B),BE10103(B),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(B+)
MDL16EE057,MA101(A+),CY100(A),BE100(B+),BE10103(B),BE103(A),CE100(B),CY110(O),CE110(O),EE110(A+)
MDL16EE058,MA101(O),CY100(A+),BE100(B+),BE10103(A),BE103(B+),CE100(B),CY110(O),CE110(O),EE110(A+)
MDL16EE059,MA101(B+),CY100(B+),BE100(B+),BE10103(B+),BE103(B+),CE100(C),CY110(O),CE110(O),EE110(B+)
MDL16EE060,MA101(A),CY100(A+),BE100(B),BE10103(A),BE103(A),CE100(B),CY110(O),CE110(A+),EE110(B+)
MDL17EC001,MA101(B+), CY100(F), BE100(B), BE10104(B), BE103(B+), ME100(C), CY110(O), ME110(A+),EC110(B+)
MDL17EC002,MA101(B+), CY100(B+), BE100(A), BE10104(B), BE103(A), ME100(B), CY110(O), ME110(O),EC110(A)
MDL17EC003,MA101(B+), CY100(B), BE100(A), BE10104(C), BE103(A), ME100(C), CY110(O), ME110(O),EC110(B+)
MDL17EC004,MA101(B+), CY100(B+), BE100(B+), BE10104(B), BE103(B), ME100(B), CY110(O), ME110(O),EC110(A)
MDL17EC005,MA101(A), CY100(O), BE100(A), BE10104(B), BE103(A+), ME100(A), CY110(O), ME110(O),EC110(A+)
MDL17EC006,MA101(B+), CY100(A+), BE100(O), BE10104(B+), BE103(B+), ME100(B), CY110(O), ME110(A+),EC110(A)
MDL17EC007,MA101(F), CY100(F), BE100(F), BE10104(F), BE103(C), ME100(F), CY110(O), ME110(A+),EC110(B+)
MDL17EC008,MA101(C), CY100(F), BE100(B), BE10104(F), BE103(B), ME100(C), CY110(O), ME110(O),EC110(A)
MDL17EC009,MA101(A+), CY100(A+), BE100(O), BE10104(A+), BE103(A), ME100(B+), CY110(O), ME110(A+),EC110(O)
MDL17EC010,MA101(O), CY100(B), BE100(A+), BE10104(A), BE103(A), ME100(B), CY110(O), ME110(O),EC110(A)
MDL17EC011,MA101(A), CY100(O), BE100(B), BE10104(B+), BE103(B+), ME100(A), CY110(O), ME110(A+),EC110(A)
MDL17EC012,MA101(A+), CY100(A+), BE100(O), BE10104(B+), BE103(A), ME100(A), CY110(O), ME110(O),EC110(A+)
MDL17EC013,MA101(A+), CY100(O), BE100(O), BE10104(A), BE103(A), ME100(B+), CY110(O), ME110(O),EC110(B+)
MDL17EC014,MA101(B), CY100(B+), BE100(A+), BE10104(B), BE103(B+), ME100(B+), CY110(O), ME110(O),EC110(A)
MDL17EC015,MA101(O), CY100(A+), BE100(O), BE10104(A), BE103(A+), ME100(B+), CY110(O), ME110(O),EC110(O)
MDL17EC016,MA101(O), CY100(A), BE100(O), BE10104(A), BE103(A+), ME100(B+), CY110(O), ME110(O),EC110(A)
MDL17EC017,MA101(A), CY100(O), BE100(O), BE10104(B+), BE103(A), ME100(B+), CY110(O), ME110(O),EC110(A)
MDL17EC018,MA101(A), CY100(A+), BE100(A+), BE10104(B+), BE103(B+), ME100(B+), CY110(O), ME110(O),EC110(A+)
MDL17EC019,MA101(A+), CY100(O), BE100(O), BE10104(B+), BE103(B+), ME100(B), CY110(O), ME110(O),EC110(B+)
MDL17EC020,MA101(B+), CY100(C), BE100(A), BE10104(F), BE103(B+), ME100(F), CY110(O), ME110(O),EC110(A)
MDL17EC021,MA101(B+), CY100(B), BE100(B+), BE10104(B), BE103(B+), ME100(B+), CY110(O), ME110(O),EC110(A)
MDL17EC022,MA101(B+), CY100(B), BE100(B+), BE10104(C), BE103(B+), ME100(B+), CY110(O), ME110(O),EC110(O)
MDL17EC023,MA101(A), CY100(A), BE100(A), BE10104(B), BE103(O), ME100(A+), CY110(A+), ME110(O),EC110(B+)
MDL17EC024,MA101(A), CY100(B+), BE100(B+), BE10104(B), BE103(A+), ME100(B+), CY110(O), ME110(O),EC110(B+)
MDL17EC025,MA101(B), CY100(B+), BE100(B+), BE10104(B), BE103(B+), ME100(C), CY110(O), ME110(A+),EC110(A)
MDL17EC026,MA101(F), CY100(C), BE100(B), BE10104(C), BE103(B), ME100(C), CY110(O), ME110(O),EC110(B)
MDL17EC027,MA101(A), CY100(B), BE100(A), BE10104(B+), BE103(A), ME100(C), CY110(O), ME110(O),EC110(B+)
MDL17EC028,MA101(B), CY100(B), BE100(B), BE10104(B), BE103(A), ME100(B+), CY110(O), ME110(O),EC110(B+)
MDL17EC029,MA101(B+), CY100(B+), BE100(B+), BE10104(B), BE103(B), ME100(B+), CY110(O), ME110(O),EC110(A)
MDL17EC030,MA101(A+), CY100(A), BE100(A+), BE10104(A), BE103(B+), ME100(A+), CY110(O), ME110(O),EC110(A+)
MDL17EC031,MA101(B+), CY100(A), BE100(B+), BE10104(B+), BE103(B+), ME100(A), CY110(O), ME110(A+),EC110(A)
MDL17EC032,MA101(B), CY100(B), BE100(B+), BE10104(B), BE103(A), ME100(B), CY110(O), ME110(O),EC110(B+)
MDL17EC033,MA101(O), CY100(B+), BE100(O), BE10104(B), BE103(A+), ME100(A), CY110(O), ME110(O),EC110(B)
MDL17EC034,MA101(A+), CY100(B+), BE100(B+), BE10104(B), BE103(B), ME100(B+), CY110(O), ME110(A),EC110(A)
MDL17EC035,MA101(B), CY100(B), BE100(B+), BE10104(B), BE103(B+), ME100(B+), CY110(O), ME110(O),EC110(B+)
MDL17EC036,MA101(B), CY100(B+), BE100(A), BE10104(B), BE103(O), ME100(A+), CY110(O), ME110(O),EC110(A)
MDL17EC037,MA101(O), CY100(O), BE100(O), BE10104(O), BE103(B), ME100(A+), CY110(O), ME110(O),EC110(A+)
MDL17EC038,MA101(A+), CY100(A), BE100(B+), BE10104(B+), BE103(B+), ME100(A+), CY110(O), ME110(O),EC110(B+)
MDL17EC039,MA101(B), CY100(C), BE100(C), BE10104(C), BE103(B), ME100(B), CY110(A+), ME110(O),EC110(B+)
MDL17EC040,MA101(A+), CY100(O), BE100(B+), BE10104(B+), BE103(A), ME100(A+), CY110(O), ME110(O),EC110(A)
MDL17EC041,MA101(O), CY100(O), BE100(O), BE10104(A), BE103(O), ME100(A), CY110(O), ME110(O),EC110(A+)
MDL17EC042,MA101(A+), CY100(A+), BE100(A), BE10104(B+), BE103(A), ME100(A+), CY110(O), ME110(O),EC110(O)
MDL17EC043,MA101(B), CY100(B), BE100(C), BE10104(C), BE103(B), ME100(C), CY110(O), ME110(O),EC110(A)
MDL17EC044,MA101(B+), CY100(B+), BE100(B+), BE10104(B), BE103(B), ME100(B+), CY110(O), ME110(O),EC110(A)
MDL17EC045,MA101(B+), CY100(B+), BE100(A+), BE10104(B), BE103(B+), ME100(B+), CY110(O),ME110(A+), EC110(O)
MDL17EC046,MA101(O), CY100(A+), BE100(O), BE10104(A), BE103(A), ME100(O), CY110(O), ME110(O),EC110(O)
MDL17EC047,MA101(A), CY100(A+), BE100(A+), BE10104(A), BE103(A+), ME100(B+), CY110(O), ME110(O),EC110(O)
MDL17EC048,MA101(F), CY100(F), BE100(F), BE10104(F), BE103(F), ME100(F), CY110(A+), ME110(O),EC110(B+)
MDL17EC049,MA101(A+), CY100(A), BE100(A+), BE10104(B+), BE103(A+), ME100(B+), CY110(O), ME110(O),EC110(A+)
MDL17EC050,MA101(A), CY100(A), BE100(B), BE10104(C), BE103(A+), ME100(A+), CY110(O), ME110(O),EC110(B+)
